fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,year,avg_temperature_c,rainfall_mm,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct
2022-23,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Summer,250.0,710.0,2.84,2022,27.1,1434.0,90.0,6.07,289.0,31.0,146.0,68.0
2022-23,Odisha,Malkangiri,Malkangiri,364.0,Rice,Winter,116320.0,328930.0,2.83,2022,25.2,1468.0,86.5,6.81,250.0,20.0,153.0,53.0
2022-23,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Summer,3220.0,9050.0,2.81,2022,28.3,1519.0,75.7,6.18,249.0,16.0,172.0,82.0
2022-23,Odisha,Nayagarh,Nayagarh,367.0,Rice,Summer,50.0,140.0,2.8,2022,25.5,1462.0,82.1,5.62,299.0,30.0,149.0,42.0
2022-23,Odisha,Boudh,Boudh,349.0,Rice,Summer,2230.0,6230.0,2.79,2022,24.7,1453.0,86.2,5.57,303.0,21.0,186.0,20.0
2022-23,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Winter,300180.0,830190.0,2.77,2022,28.8,1501.0,82.1,6.69,316.0,22.0,149.0,53.0
2022-23,Odisha,Sundargarh,Sundargarh,373.0,Rice,Summer,300.0,830.0,2.77,2022,27.5,1525.0,81.9,6.47,324.0,17.0,192.0,72.0
2022-23,Odisha,Nayagarh,Nayagarh,367.0,Rice,Winter,91940.0,252940.0,2.75,2022,28.4,1264.0,87.1,6.53,278.0,27.0,145.0,65.0
2022-23,Odisha,Bhadrak,Bhadrak,348.0,Rice,Summer,1420.0,3880.0,2.73,2022,27.5,1193.0,79.2,6.18,269.0,27.0,161.0,54.0
2022-23,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Autumn,21820.0,58380.0,2.68,2022,28.3,1439.0,82.1,5.91,311.0,21.0,167.0,68.0
2022-23,Odisha,Nuapada,Nuapada,368.0,Rice,Winter,64610.0,169060.0,2.62,2022,26.0,1192.0,83.3,6.11,263.0,18.0,146.0,46.0
2022-23,Odisha,Gajapati,Gajapati,353.0,Rice,Winter,31500.0,81490.0,2.59,2022,25.4,1466.0,80.7,6.25,316.0,15.0,150.0,40.0
2022-23,Odisha,Kandhamal,Kandhamal,359.0,Rice,Summer,210.0,540.0,2.57,2022,28.0,1619.0,81.9,5.86,298.0,27.0,170.0,50.0
2022-23,Odisha,Malkangiri,Malkangiri,364.0,Rice,Summer,270.0,680.0,2.52,2022,25.8,1559.0,85.1,6.42,325.0,37.0,156.0,47.0
2022-23,Odisha,Jajapur,Jajapur,356.0,Rice,Summer,770.0,1920.0,2.49,2022,26.0,1261.0,83.7,5.7,308.0,26.0,154.0,43.0
2022-23,Odisha,Jajapur,Jajapur,356.0,Rice,Winter,101170.0,250970.0,2.48,2022,26.3,1295.0,78.8,6.07,248.0,27.0,157.0,56.0
2022-23,Odisha,Rayagada,Rayagada,370.0,Rice,Summer,430.0,1050.0,2.44,2022,27.0,1509.0,77.6,6.12,255.0,25.0,169.0,77.0
2022-23,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Summer,430.0,1040.0,2.42,2022,26.5,1378.0,78.8,5.92,311.0,26.0,148.0,53.0
2022-23,Odisha,Boudh,Boudh,349.0,Rice,Autumn,3500.0,8360.0,2.39,2022,24.9,1393.0,82.0,5.32,352.0,23.0,198.0,44.0
2022-23,Odisha,Koraput,Koraput,363.0,Rice,Autumn,15520.0,36640.0,2.36,2022,26.0,1557.0,81.4,6.38,239.0,25.0,127.0,50.0
2022-23,Odisha,Balangir,Balangir,345.0,Rice,Winter,127870.0,297500.0,2.33,2022,23.7,1272.0,78.7,5.9,286.0,20.0,166.0,55.0
2022-23,Odisha,Kandhamal,Kandhamal,359.0,Rice,Winter,41190.0,95070.0,2.31,2022,27.9,1378.0,79.6,6.73,295.0,18.0,162.0,66.0
2022-23,Odisha,Kendrapara,Kendrapara,360.0,Rice,Winter,120050.0,272650.0,2.27,2022,24.6,1306.0,75.9,6.06,232.0,25.0,158.0,70.0
2022-23,Odisha,Kendrapara,Kendrapara,360.0,Rice,Autumn,570.0,1260.0,2.21,2022,25.3,1262.0,83.7,5.98,302.0,24.0,137.0,84.0
2022-23,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Autumn,250.0,530.0,2.12,2022,27.1,1296.0,81.8,6.24,282.0,18.0,177.0,50.0
2022-23,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Winter,24270.0,51520.0,2.12,2022,25.9,1572.0,77.0,6.62,212.0,21.0,132.0,66.0
2022-23,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Autumn,15830.0,33380.0,2.11,2022,29.3,1459.0,82.1,5.97,342.0,22.0,175.0,55.0
2022-23,Odisha,Nuapada,Nuapada,368.0,Rice,Autumn,31100.0,64900.0,2.09,2022,25.1,1292.0,87.4,6.61,255.0,28.0,163.0,43.0
2022-23,Odisha,Sonepur,Sonepur,372.0,Rice,Autumn,6980.0,14060.0,2.01,2022,27.4,1408.0,79.0,6.78,240.0,25.0,154.0,58.0
2022-23,Odisha,Deogarh,Deogarh,351.0,Rice,Summer,10.0,20.0,2.0,2022,26.9,1155.0,87.3,6.6,300.0,23.0,139.0,25.0
2022-23,Odisha,Khordha,Khordha,362.0,Rice,Autumn,10.0,20.0,2.0,2022,25.2,1318.0,80.7,6.85,305.0,16.0,151.0,52.0
2022-23,Odisha,Puri,Puri,369.0,Rice,Winter,85670.0,170730.0,1.99,2022,27.8,1837.0,82.8,6.72,311.0,25.0,118.0,57.0
2022-23,Odisha,Cuttack,Cuttack,350.0,Rice,Autumn,1320.0,2610.0,1.98,2022,26.7,1434.0,82.4,6.81,271.0,27.0,177.0,54.0
2022-23,Odisha,Gajapati,Gajapati,353.0,Rice,Summer,590.0,1110.0,1.88,2022,28.2,1582.0,87.6,6.84,285.0,35.0,168.0,47.0
2022-23,Odisha,Sundargarh,Sundargarh,373.0,Rice,Winter,109590.0,204810.0,1.87,2022,28.2,1438.0,82.6,6.28,259.0,26.0,175.0,65.0
2022-23,Odisha,State Total,,,Rice,Autumn,378780.0,705450.0,1.8624267384761604,2022,30.2,1513.0,77.4,6.03,239.0,29.0,141.0,50.0
2022-23,Odisha,Deogarh,Deogarh,351.0,Rice,Autumn,8870.0,15150.0,1.71,2022,29.0,1569.0,76.8,5.3,323.0,29.0,153.0,45.0
2022-23,Odisha,Malkangiri,Malkangiri,364.0,Rice,Autumn,14000.0,23990.0,1.71,2022,26.4,1251.0,75.9,5.67,281.0,15.0,177.0,58.0
2022-23,Odisha,Kalahandi,Kalahandi,358.0,Rice,Autumn,25320.0,43010.0,1.7,2022,26.6,1444.0,75.2,6.02,279.0,23.0,170.0,53.0
2022-23,Odisha,Anugul,Anugul,344.0,Rice,Autumn,740.0,1200.0,1.62,2022,28.6,1734.0,82.2,6.05,215.0,23.0,187.0,72.0
2022-23,Odisha,Kandhamal,Kandhamal,359.0,Rice,Autumn,1120.0,1750.0,1.56,2022,28.0,1307.0,78.2,6.14,279.0,22.0,173.0,65.0
2022-23,Odisha,Sundargarh,Sundargarh,373.0,Rice,Autumn,65790.0,98300.0,1.49,2022,28.0,1348.0,81.7,5.8,256.0,28.0,172.0,75.0
2022-23,Odisha,Jajapur,Jajapur,356.0,Rice,Autumn,11830.0,17300.0,1.46,2022,24.6,1395.0,79.2,5.56,279.0,32.0,168.0,45.0
2022-23,Odisha,Balangir,Balangir,345.0,Rice,Autumn,46150.0,66020.0,1.43,2022,27.0,1498.0,78.9,6.15,277.0,19.0,193.0,50.0
2022-23,Odisha,Sambalpur,Sambalpur,371.0,Rice,Autumn,38620.0,47630.0,1.23,2022,25.9,1544.0,80.1,6.12,269.0,23.0,155.0,56.0
2022-23,Odisha,Rayagada,Rayagada,370.0,Rice,Autumn,50.0,60.0,1.2,2022,27.4,1678.0,84.8,5.88,318.0,26.0,152.0,64.0
2022-23,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Autumn,230.0,250.0,1.09,2022,26.9,1540.0,85.7,5.9,301.0,20.0,165.0,82.0
2022-23,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Autumn,21730.0,17760.0,0.82,2022,28.4,1439.0,83.5,5.82,324.0,13.0,164.0,22.0
2021-22,Odisha,Sambalpur,Sambalpur,371.0,Rice,Summer,10601.0,51298.2,4.84,2021,27.5,1677.0,78.0,6.04,239.0,23.0,160.0,43.0
2021-22,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Summer,1206.0,5418.7,4.49,2021,28.2,1577.0,84.6,5.86,262.0,18.0,183.0,69.0
2021-22,Odisha,Bargarh,Bargarh,347.0,Rice,Summer,91146.0,406787.9,4.46,2021,26.3,1181.0,84.8,6.7,284.0,14.0,173.0,61.0
2021-22,Odisha,Sonepur,Sonepur,372.0,Rice,Summer,33464.0,134814.8,4.03,2021,25.6,1905.0,83.1,6.3,271.0,29.0,155.0,30.0
2021-22,Odisha,Kendujhar,Kendujhar,361.0,Rice,Summer,1664.0,6399.6,3.85,2021,26.4,1769.0,79.6,5.81,282.0,32.0,208.0,38.0
2021-22,Odisha,Cuttack,Cuttack,350.0,Rice,Summer,2573.0,9860.5,3.83,2021,27.0,1420.0,84.8,6.09,244.0,27.0,154.0,41.0
2021-22,Odisha,State Total,,,Rice,Summer,299319.0,1136489.8,3.796918337960504,2021,27.6,1518.0,83.7,5.73,260.0,26.0,177.0,50.0
2021-22,Odisha,Baleshwar,Balasore,346.0,Rice,Summer,38944.0,146622.8,3.76,2021,30.4,1688.0,69.5,6.6,228.0,26.0,148.0,51.0
2021-22,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Summer,153.0,546.8,3.57,2021,26.9,1419.0,84.6,6.75,254.0,24.0,154.0,67.0
2021-22,Odisha,Balangir,Balangir,345.0,Rice,Summer,5739.0,20409.6,3.56,2021,25.6,1581.0,74.3,6.7,309.0,26.0,158.0,80.0
2021-22,Odisha,Kalahandi,Kalahandi,358.0,Rice,Summer,24629.0,85315.7,3.46,2021,26.5,1649.0,84.7,5.74,278.0,23.0,202.0,62.0
2021-22,Odisha,Sonepur,Sonepur,372.0,Rice,Winter,88083.0,302937.3,3.44,2021,26.3,1267.0,81.4,6.16,338.0,20.0,167.0,58.0
2021-22,Odisha,Khordha,Khordha,362.0,Rice,Summer,940.0,3219.7,3.43,2021,27.7,1342.0,86.8,6.04,264.0,30.0,169.0,51.0
2021-22,Odisha,Boudh,Boudh,349.0,Rice,Winter,65697.0,208838.5,3.18,2021,24.7,1616.0,81.6,6.42,289.0,28.0,136.0,47.0
2021-22,Odisha,Puri,Puri,369.0,Rice,Summer,33593.0,106295.1,3.16,2021,27.1,1533.0,78.5,5.8,243.0,37.0,170.0,56.0
2021-22,Odisha,Jajapur,Jajapur,356.0,Rice,Summer,3101.0,9643.0,3.11,2021,27.2,1616.0,81.4,5.93,376.0,20.0,144.0,52.0
2021-22,Odisha,Nuapada,Nuapada,368.0,Rice,Summer,6569.0,20305.8,3.09,2021,27.3,1426.0,86.2,6.03,279.0,17.0,151.0,76.0
2021-22,Odisha,Kendujhar,Kendujhar,361.0,Rice,Winter,128539.0,394682.5,3.07,2021,26.1,1398.0,82.1,6.26,314.0,31.0,174.0,80.0
2021-22,Odisha,Rayagada,Rayagada,370.0,Rice,Winter,58974.0,181050.8,3.07,2021,26.6,1090.0,81.5,6.48,299.0,23.0,156.0,42.0
2021-22,Odisha,Koraput,Koraput,363.0,Rice,Summer,29037.0,88153.4,3.04,2021,24.9,1244.0,85.0,6.07,265.0,31.0,195.0,27.0
2021-22,Odisha,Koraput,Koraput,363.0,Rice,Winter,85922.0,259416.0,3.02,2021,26.3,1458.0,82.8,6.47,238.0,34.0,191.0,44.0
2021-22,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Winter,70803.0,209230.0,2.96,2021,26.2,1598.0,82.0,6.53,290.0,17.0,169.0,28.0
2021-22,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Winter,118215.0,337921.4,2.86,2021,27.6,1546.0,87.5,6.11,266.0,20.0,166.0,71.0
2021-22,Odisha,Boudh,Boudh,349.0,Rice,Summer,3539.0,10061.0,2.84,2021,25.3,1427.0,88.2,5.7,280.0,16.0,161.0,70.0
2021-22,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Summer,1117.0,3029.2,2.71,2021,28.2,1401.0,84.5,5.73,308.0,23.0,171.0,70.0
2021-22,Odisha,Bhadrak,Bhadrak,348.0,Rice,Summer,641.0,1728.2,2.7,2021,29.2,1489.0,80.9,6.44,288.0,20.0,174.0,69.0
2021-22,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Summer,4339.0,11585.9,2.67,2021,23.9,1464.0,88.0,6.01,298.0,14.0,160.0,68.0
2021-22,Odisha,Kendujhar,Kendujhar,361.0,Rice,Autumn,20792.0,55220.3,2.66,2021,27.6,1703.0,86.7,5.51,290.0,24.0,142.0,78.0
2021-22,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Winter,298545.0,792091.2,2.65,2021,28.0,1476.0,84.9,6.45,234.0,30.0,170.0,61.0
2021-22,Odisha,Puri,Puri,369.0,Rice,Autumn,22.0,58.0,2.64,2021,26.0,1183.0,77.1,6.25,334.0,19.0,169.0,64.0
2021-22,Odisha,Cuttack,Cuttack,350.0,Rice,Winter,107942.0,281458.3,2.61,2021,26.4,1221.0,82.6,5.64,326.0,30.0,152.0,55.0
2021-22,Odisha,Kandhamal,Kandhamal,359.0,Rice,Summer,436.0,1135.2,2.6,2021,26.8,1723.0,79.0,6.67,245.0,27.0,164.0,69.0
2021-22,Odisha,Malkangiri,Malkangiri,364.0,Rice,Winter,103200.0,267308.1,2.59,2021,26.6,1239.0,81.4,6.53,303.0,24.0,149.0,22.0
2021-22,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Summer,813.0,2058.5,2.53,2021,26.5,1588.0,83.0,6.26,262.0,19.0,177.0,69.0
2021-22,Odisha,Bhadrak,Bhadrak,348.0,Rice,Winter,158691.0,394939.1,2.49,2021,24.5,1402.0,82.4,5.69,259.0,22.0,168.0,70.0
2021-22,Odisha,Sambalpur,Sambalpur,371.0,Rice,Winter,84294.0,209213.6,2.48,2021,28.7,1419.0,80.1,5.64,285.0,35.0,169.0,85.0
2021-22,Odisha,Anugul,Anugul,344.0,Rice,Summer,116.0,286.6,2.47,2021,28.6,1426.0,87.1,6.08,346.0,22.0,179.0,37.0
2021-22,Odisha,Baleshwar,Balasore,346.0,Rice,Winter,186599.0,452185.4,2.42,2021,25.8,1670.0,75.2,5.51,322.0,27.0,209.0,61.0
2021-22,Odisha,Kendrapara,Kendrapara,360.0,Rice,Summer,1304.0,3143.5,2.41,2021,24.8,1415.0,84.9,6.36,306.0,23.0,166.0,55.0
2021-22,Odisha,Rayagada,Rayagada,370.0,Rice,Summer,1435.0,3396.1,2.37,2021,27.8,1444.0,74.6,5.64,245.0,19.0,177.0,35.0
2021-22,Odisha,Ganjam,Ganjam,354.0,Rice,Summer,276.0,652.7,2.36,2021,26.1,1174.0,83.5,6.27,374.0,27.0,187.0,77.0
2021-22,Odisha,State Total,,,Rice,Winter,3205368.0,7518380.6,2.3455592618382664,2021,27.2,1487.0,78.5,6.08,316.0,32.0,163.0,65.0
2021-22,Odisha,Kalahandi,Kalahandi,358.0,Rice,Winter,170479.0,395914.5,2.32,2021,26.5,1546.0,85.5,6.48,203.0,29.0,183.0,69.0
2021-22,Odisha,Anugul,Anugul,344.0,Rice,Winter,65340.0,149772.3,2.29,2021,28.0,1493.0,82.3,5.82,299.0,32.0,190.0,30.0
2021-22,Odisha,Malkangiri,Malkangiri,364.0,Rice,Summer,812.0,1862.0,2.29,2021,28.0,1702.0,83.0,6.31,268.0,25.0,165.0,42.0
2021-22,Odisha,Nuapada,Nuapada,368.0,Rice,Winter,59127.0,135344.7,2.29,2021,25.9,1460.0,77.9,5.64,299.0,24.0,222.0,50.0
2021-22,Odisha,Boudh,Boudh,349.0,Rice,Autumn,2292.0,5170.4,2.26,2021,24.9,1504.0,79.4,6.52,299.0,27.0,130.0,51.0
2021-22,Odisha,Gajapati,Gajapati,353.0,Rice,Winter,37550.0,84854.2,2.26,2021,24.6,1747.0,82.8,6.15,253.0,23.0,150.0,26.0
2021-22,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Autumn,15680.0,35365.3,2.26,2021,27.9,1171.0,84.3,6.4,349.0,22.0,142.0,46.0
2021-22,Odisha,Sundargarh,Sundargarh,373.0,Rice,Summer,737.0,1650.9,2.24,2021,25.2,1368.0,93.7,5.67,292.0,16.0,188.0,55.0
2021-22,Odisha,Khordha,Khordha,362.0,Rice,Winter,85714.0,190669.4,2.22,2021,26.2,1707.0,82.9,6.4,318.0,29.0,171.0,52.0
2021-22,Odisha,Bargarh,Bargarh,347.0,Rice,Winter,187387.0,397542.1,2.12,2021,26.1,1619.0,85.9,6.32,332.0,24.0,150.0,62.0
2021-22,Odisha,Ganjam,Ganjam,354.0,Rice,Winter,256991.0,543394.5,2.11,2021,26.9,1572.0,75.8,6.35,259.0,16.0,181.0,53.0
2021-22,Odisha,Gajapati,Gajapati,353.0,Rice,Summer,357.0,746.1,2.09,2021,24.1,1600.0,76.7,6.33,253.0,15.0,159.0,38.0
2021-22,Odisha,Nayagarh,Nayagarh,367.0,Rice,Winter,88430.0,180253.2,2.04,2021,27.3,1509.0,80.6,6.12,324.0,33.0,218.0,57.0
2021-22,Odisha,Sundargarh,Sundargarh,373.0,Rice,Winter,111281.0,227349.3,2.04,2021,27.8,1744.0,77.2,6.7,334.0,29.0,155.0,64.0
2021-22,Odisha,Rayagada,Rayagada,370.0,Rice,Autumn,723.0,1459.5,2.02,2021,27.1,1518.0,87.9,6.14,237.0,26.0,187.0,52.0
2021-22,Odisha,Deogarh,Deogarh,351.0,Rice,Summer,10.0,20.1,2.01,2021,26.5,1493.0,80.4,5.9,355.0,17.0,145.0,60.0
2021-22,Odisha,Koraput,Koraput,363.0,Rice,Autumn,16786.0,33591.2,2.0,2021,27.1,1479.0,87.5,6.18,277.0,23.0,176.0,100.0
2021-22,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Autumn,17785.0,35456.0,1.99,2021,27.6,1485.0,87.9,5.82,309.0,19.0,156.0,82.0
2021-22,Odisha,Deogarh,Deogarh,351.0,Rice,Winter,23304.0,46256.6,1.98,2021,22.8,1242.0,82.2,6.01,305.0,22.0,139.0,53.0
2021-22,Odisha,Khordha,Khordha,362.0,Rice,Autumn,11.0,21.3,1.94,2021,29.9,1589.0,84.0,6.13,251.0,23.0,124.0,43.0
2021-22,Odisha,Kendrapara,Kendrapara,360.0,Rice,Autumn,382.0,717.9,1.88,2021,27.6,1427.0,81.8,6.05,255.0,20.0,159.0,60.0
2021-22,Odisha,Nuapada,Nuapada,368.0,Rice,Autumn,32241.0,59434.1,1.84,2021,26.0,1778.0,84.2,6.28,212.0,17.0,185.0,56.0
2021-22,Odisha,Cuttack,Cuttack,350.0,Rice,Autumn,1307.0,2337.3,1.79,2021,26.4,1436.0,83.9,6.98,245.0,28.0,166.0,54.0
2021-22,Odisha,Kandhamal,Kandhamal,359.0,Rice,Winter,32714.0,58451.5,1.79,2021,27.7,1526.0,81.5,6.43,233.0,25.0,137.0,70.0
2021-22,Odisha,Jajapur,Jajapur,356.0,Rice,Winter,84706.0,147811.4,1.74,2021,26.8,1494.0,84.0,6.63,286.0,27.0,193.0,59.0
2021-22,Odisha,Sundargarh,Sundargarh,373.0,Rice,Autumn,80448.0,139518.6,1.73,2021,24.0,1337.0,88.9,6.0,333.0,30.0,173.0,67.0
2021-22,Odisha,Deogarh,Deogarh,351.0,Rice,Autumn,20125.0,34321.1,1.71,2021,30.1,1629.0,84.9,5.97,284.0,30.0,181.0,60.0
2021-22,Odisha,Anugul,Anugul,344.0,Rice,Autumn,2792.0,4734.4,1.7,2021,26.8,1793.0,83.3,6.05,297.0,32.0,174.0,99.0
2021-22,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Winter,87373.0,147789.1,1.69,2021,28.5,1447.0,82.5,6.54,312.0,29.0,216.0,34.0
2021-22,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Autumn,602.0,1012.1,1.68,2021,26.0,1396.0,77.9,5.34,309.0,26.0,169.0,81.0
2021-22,Odisha,Balangir,Balangir,345.0,Rice,Winter,114325.0,184667.5,1.62,2021,29.3,1386.0,77.9,5.79,271.0,22.0,149.0,22.0
2021-22,Odisha,Kendrapara,Kendrapara,360.0,Rice,Winter,121313.0,193758.8,1.6,2021,27.4,1109.0,83.3,6.24,234.0,18.0,187.0,72.0
2021-22,Odisha,Sambalpur,Sambalpur,371.0,Rice,Autumn,42194.0,66375.3,1.57,2021,27.9,1418.0,76.5,6.11,270.0,27.0,121.0,42.0
2021-22,Odisha,Nayagarh,Nayagarh,367.0,Rice,Summer,28.0,42.2,1.51,2021,25.4,1495.0,78.9,6.99,287.0,23.0,171.0,61.0
2021-22,Odisha,Sonepur,Sonepur,372.0,Rice,Autumn,10358.0,15511.7,1.5,2021,28.8,1640.0,87.1,6.38,254.0,34.0,157.0,86.0
2021-22,Odisha,Nayagarh,Nayagarh,367.0,Rice,Autumn,15.0,22.4,1.49,2021,28.0,1623.0,89.7,5.94,298.0,21.0,191.0,64.0
2021-22,Odisha,State Total,,,Rice,Autumn,443057.0,636229.7,1.435999656929018,2021,29.0,1375.0,75.3,5.57,275.0,25.0,166.0,71.0
2021-22,Odisha,Malkangiri,Malkangiri,364.0,Rice,Autumn,11885.0,16626.1,1.4,2021,26.1,1400.0,88.5,6.06,307.0,25.0,150.0,76.0
2021-22,Odisha,Kalahandi,Kalahandi,358.0,Rice,Autumn,26964.0,35476.8,1.32,2021,26.3,1652.0,81.2,5.68,257.0,17.0,168.0,58.0
2021-22,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Autumn,481.0,607.4,1.26,2021,30.5,1419.0,81.9,6.39,253.0,20.0,139.0,47.0
2021-22,Odisha,Puri,Puri,369.0,Rice,Winter,101514.0,126150.9,1.24,2021,25.4,1358.0,81.5,6.26,347.0,14.0,202.0,60.0
2021-22,Odisha,Kandhamal,Kandhamal,359.0,Rice,Autumn,1429.0,1605.2,1.12,2021,26.8,1701.0,86.3,6.33,286.0,25.0,160.0,65.0
2021-22,Odisha,Balangir,Balangir,345.0,Rice,Autumn,64333.0,58541.2,0.91,2021,28.7,1637.0,75.6,7.03,304.0,25.0,179.0,64.0
2021-22,Odisha,Jajapur,Jajapur,356.0,Rice,Autumn,12539.0,11246.5,0.9,2021,27.1,1453.0,83.8,5.84,247.0,28.0,152.0,81.0
2021-22,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Winter,22316.0,17128.4,0.77,2021,27.9,1343.0,78.2,6.12,272.0,20.0,174.0,47.0
2021-22,Odisha,Bargarh,Bargarh,347.0,Rice,Autumn,37163.0,13366.4,0.36,2021,26.4,1088.0,84.3,5.71,309.0,19.0,163.0,73.0
2021-22,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Autumn,23708.0,8433.2,0.36,2021,27.6,1556.0,88.2,6.17,340.0,22.0,204.0,39.0
2020-21,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Summer,1520.0,7160.0,4.71,2020,25.0,1289.0,82.0,6.84,260.0,26.0,136.0,90.0
2020-21,Odisha,Sambalpur,Sambalpur,371.0,Rice,Summer,16950.0,77440.0,4.57,2020,29.5,1097.0,83.5,6.43,257.0,19.0,157.0,61.0
2020-21,Odisha,Bargarh,Bargarh,347.0,Rice,Summer,90100.0,410330.0,4.55,2020,26.8,1735.0,83.6,6.15,284.0,26.0,155.0,41.0
2020-21,Odisha,Sonepur,Sonepur,372.0,Rice,Summer,36150.0,154970.0,4.29,2020,26.0,1567.0,78.8,6.3,232.0,26.0,140.0,54.0
2020-21,Odisha,Khordha,Khordha,362.0,Rice,Summer,1500.0,5850.0,3.9,2020,28.0,1245.0,88.0,5.72,284.0,28.0,162.0,47.0
2020-21,Odisha,State Total,,,Rice,Summer,339350.0,1295280.0,3.81694415794902,2020,26.3,1231.0,88.8,6.04,283.0,22.0,182.0,20.0
2020-21,Odisha,Cuttack,Cuttack,350.0,Rice,Summer,3200.0,12110.0,3.78,2020,25.0,1607.0,84.8,6.23,310.0,24.0,150.0,40.0
2020-21,Odisha,Kalahandi,Kalahandi,358.0,Rice,Summer,54840.0,197250.0,3.6,2020,25.0,1292.0,82.3,6.24,335.0,30.0,165.0,73.0
2020-21,Odisha,Boudh,Boudh,349.0,Rice,Winter,63290.0,225840.0,3.57,2020,28.0,1683.0,80.2,5.59,305.0,21.0,174.0,39.0
2020-21,Odisha,Sonepur,Sonepur,372.0,Rice,Winter,96160.0,338290.0,3.52,2020,26.8,1561.0,79.5,6.33,311.0,24.0,176.0,68.0
2020-21,Odisha,Baleshwar,Balasore,346.0,Rice,Summer,39180.0,135640.0,3.46,2020,26.8,1547.0,88.8,6.31,287.0,34.0,155.0,70.0
2020-21,Odisha,Balangir,Balangir,345.0,Rice,Summer,4560.0,15290.0,3.35,2020,28.6,1523.0,87.7,6.05,272.0,26.0,117.0,72.0
2020-21,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Summer,1130.0,3790.0,3.35,2020,25.3,1484.0,81.7,6.2,215.0,29.0,156.0,61.0
2020-21,Odisha,Kendujhar,Kendujhar,361.0,Rice,Summer,1740.0,5830.0,3.35,2020,25.9,1608.0,75.7,5.61,254.0,26.0,206.0,44.0
2020-21,Odisha,Puri,Puri,369.0,Rice,Summer,39040.0,130280.0,3.34,2020,26.4,1368.0,70.7,5.61,293.0,29.0,146.0,42.0
2020-21,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Summer,100.0,330.0,3.3,2020,27.1,1465.0,77.7,6.25,227.0,26.0,144.0,58.0
2020-21,Odisha,Kendrapara,Kendrapara,360.0,Rice,Summer,910.0,2900.0,3.19,2020,26.9,1585.0,81.5,5.93,294.0,23.0,169.0,77.0
2020-21,Odisha,Anugul,Anugul,344.0,Rice,Winter,60580.0,192000.0,3.17,2020,26.6,1551.0,87.6,6.2,271.0,23.0,165.0,71.0
2020-21,Odisha,Boudh,Boudh,349.0,Rice,Summer,1690.0,5360.0,3.17,2020,26.9,1235.0,79.4,6.54,249.0,23.0,151.0,43.0
2020-21,Odisha,Nuapada,Nuapada,368.0,Rice,Summer,6470.0,20190.0,3.12,2020,26.8,1360.0,84.0,6.13,269.0,27.0,165.0,37.0
2020-21,Odisha,Anugul,Anugul,344.0,Rice,Summer,480.0,1470.0,3.06,2020,25.9,1496.0,87.2,5.08,311.0,24.0,162.0,57.0
2020-21,Odisha,Baleshwar,Balasore,346.0,Rice,Winter,183520.0,559540.0,3.05,2020,25.8,1377.0,82.5,6.14,316.0,24.0,172.0,64.0
2020-21,Odisha,Kendujhar,Kendujhar,361.0,Rice,Winter,139110.0,424620.0,3.05,2020,27.4,1769.0,81.4,6.01,217.0,24.0,174.0,69.0
2020-21,Odisha,Bargarh,Bargarh,347.0,Rice,Winter,185160.0,555800.0,3.0,2020,25.7,1379.0,76.8,6.11,280.0,25.0,143.0,56.0
2020-21,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Winter,83950.0,251960.0,3.0,2020,25.3,1421.0,77.2,6.56,317.0,32.0,179.0,56.0
2020-21,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Winter,24250.0,72760.0,3.0,2020,26.5,1588.0,83.7,5.57,276.0,19.0,161.0,38.0
