fiscal_year,district,district_source,district_lgd_code,season,area,production,reported_crop_yield,year,avg_temperature_c,rainfall_mm,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct,yield_kg_ha
2022-23,Sundargarh,Sundargarh,373.0,Winter,109590.0,204810.0,1.87,2022,28.2,1438.0,82.6,6.28,259.0,26.0,175.0,65.0,1868.8748973446482
2022-23,Deogarh,Deogarh,351.0,Autumn,8870.0,15150.0,1.71,2022,29.0,1569.0,76.8,5.3,323.0,29.0,153.0,45.0,1708.0045095828636
2022-23,Malkangiri,Malkangiri,364.0,Autumn,14000.0,23990.0,1.71,2022,26.4,1251.0,75.9,5.67,281.0,15.0,177.0,58.0,1713.5714285714287
2022-23,Kalahandi,Kalahandi,358.0,Autumn,25320.0,43010.0,1.7,2022,26.6,1444.0,75.2,6.02,279.0,23.0,170.0,53.0,1698.657187993681
2022-23,Anugul,Anugul,344.0,Autumn,740.0,1200.0,1.62,2022,28.6,1734.0,82.2,6.05,215.0,23.0,187.0,72.0,1621.6216216216217
2022-23,Kandhamal,Kandhamal,359.0,Autumn,1120.0,1750.0,1.56,2022,28.0,1307.0,78.2,6.14,279.0,22.0,173.0,65.0,1562.5
2022-23,Sundargarh,Sundargarh,373.0,Autumn,65790.0,98300.0,1.49,2022,28.0,1348.0,81.7,5.8,256.0,28.0,172.0,75.0,1494.1480468156255
2022-23,Jajapur,Jajapur,356.0,Autumn,11830.0,17300.0,1.46,2022,24.6,1395.0,79.2,5.56,279.0,32.0,168.0,45.0,1462.3837700760778
2022-23,Balangir,Balangir,345.0,Autumn,46150.0,66020.0,1.43,2022,27.0,1498.0,78.9,6.15,277.0,19.0,193.0,50.0,1430.5525460455037
2022-23,Sambalpur,Sambalpur,371.0,Autumn,38620.0,47630.0,1.23,2022,25.9,1544.0,80.1,6.12,269.0,23.0,155.0,56.0,1233.298808907302
2022-23,Rayagada,Rayagada,370.0,Autumn,50.0,60.0,1.2,2022,27.4,1678.0,84.8,5.88,318.0,26.0,152.0,64.0,1200.0
2022-23,Jagatsinghapur,Jagatsinghapur,355.0,Autumn,230.0,250.0,1.09,2022,26.9,1540.0,85.7,5.9,301.0,20.0,165.0,82.0,1086.9565217391305
2022-23,Jharsuguda,Jharsuguda,357.0,Autumn,21730.0,17760.0,0.82,2022,28.4,1439.0,83.5,5.82,324.0,13.0,164.0,22.0,817.3032673722963
2021-22,Sambalpur,Sambalpur,371.0,Summer,10601.0,51298.2,4.84,2021,27.5,1677.0,78.0,6.04,239.0,23.0,160.0,43.0,4838.996321101783
2021-22,Jharsuguda,Jharsuguda,357.0,Summer,1206.0,5418.7,4.49,2021,28.2,1577.0,84.6,5.86,262.0,18.0,183.0,69.0,4493.117744610282
2021-22,Bargarh,Bargarh,347.0,Summer,91146.0,406787.9,4.46,2021,26.3,1181.0,84.8,6.7,284.0,14.0,173.0,61.0,4463.036227590898
2021-22,Sonepur,Sonepur,372.0,Summer,33464.0,134814.8,4.03,2021,25.6,1905.0,83.1,6.3,271.0,29.0,155.0,30.0,4028.6516853932585
2021-22,Kendujhar,Kendujhar,361.0,Summer,1664.0,6399.6,3.85,2021,26.4,1769.0,79.6,5.81,282.0,32.0,208.0,38.0,3845.9134615384614
2021-22,Cuttack,Cuttack,350.0,Summer,2573.0,9860.5,3.83,2021,27.0,1420.0,84.8,6.09,244.0,27.0,154.0,41.0,3832.2969296541005
2021-22,Balasore,Baleshwar,346.0,Summer,38944.0,146622.8,3.76,2021,30.4,1688.0,69.5,6.6,228.0,26.0,148.0,51.0,3764.9650780608054
2021-22,Dhenkanal,Dhenkanal,352.0,Summer,153.0,546.8,3.57,2021,26.9,1419.0,84.6,6.75,254.0,24.0,154.0,67.0,3573.856209150327
2021-22,Balangir,Balangir,345.0,Summer,5739.0,20409.6,3.56,2021,25.6,1581.0,74.3,6.7,309.0,26.0,158.0,80.0,3556.299006795609
2021-22,Kalahandi,Kalahandi,358.0,Summer,24629.0,85315.7,3.46,2021,26.5,1649.0,84.7,5.74,278.0,23.0,202.0,62.0,3464.034268545211
2021-22,Sonepur,Sonepur,372.0,Winter,88083.0,302937.3,3.44,2021,26.3,1267.0,81.4,6.16,338.0,20.0,167.0,58.0,3439.2255032185553
2021-22,Khordha,Khordha,362.0,Summer,940.0,3219.7,3.43,2021,27.7,1342.0,86.8,6.04,264.0,30.0,169.0,51.0,3425.2127659574467
2021-22,Boudh,Boudh,349.0,Winter,65697.0,208838.5,3.18,2021,24.7,1616.0,81.6,6.42,289.0,28.0,136.0,47.0,3178.8133400307474
2021-22,Puri,Puri,369.0,Summer,33593.0,106295.1,3.16,2021,27.1,1533.0,78.5,5.8,243.0,37.0,170.0,56.0,3164.2038519929747
2021-22,Jajapur,Jajapur,356.0,Summer,3101.0,9643.0,3.11,2021,27.2,1616.0,81.4,5.93,376.0,20.0,144.0,52.0,3109.642050951306
2021-22,Nuapada,Nuapada,368.0,Summer,6569.0,20305.8,3.09,2021,27.3,1426.0,86.2,6.03,279.0,17.0,151.0,76.0,3091.1554270056326
2021-22,Kendujhar,Kendujhar,361.0,Winter,128539.0,394682.5,3.07,2021,26.1,1398.0,82.1,6.26,314.0,31.0,174.0,80.0,3070.5272329798736
2021-22,Rayagada,Rayagada,370.0,Winter,58974.0,181050.8,3.07,2021,26.6,1090.0,81.5,6.48,299.0,23.0,156.0,42.0,3070.010513107471
2021-22,Koraput,Koraput,363.0,Summer,29037.0,88153.4,3.04,2021,24.9,1244.0,85.0,6.07,265.0,31.0,195.0,27.0,3035.89902538141
2021-22,Koraput,Koraput,363.0,Winter,85922.0,259416.0,3.02,2021,26.3,1458.0,82.8,6.47,238.0,34.0,191.0,44.0,3019.203463606527
2021-22,Dhenkanal,Dhenkanal,352.0,Winter,70803.0,209230.0,2.96,2021,26.2,1598.0,82.0,6.53,290.0,17.0,169.0,28.0,2955.1007725661343
2021-22,Nabarangpur,Nabarangpur,366.0,Winter,118215.0,337921.4,2.86,2021,27.6,1546.0,87.5,6.11,266.0,20.0,166.0,71.0,2858.5323351520533
2021-22,Boudh,Boudh,349.0,Summer,3539.0,10061.0,2.84,2021,25.3,1427.0,88.2,5.7,280.0,16.0,161.0,70.0,2842.8934727324104
2021-22,Nabarangpur,Nabarangpur,366.0,Summer,1117.0,3029.2,2.71,2021,28.2,1401.0,84.5,5.73,308.0,23.0,171.0,70.0,2711.9068934646375
2021-22,Bhadrak,Bhadrak,348.0,Summer,641.0,1728.2,2.7,2021,29.2,1489.0,80.9,6.44,288.0,20.0,174.0,69.0,2696.09984399376
2021-22,Mayurbhanj,Mayurbhanj,365.0,Summer,4339.0,11585.9,2.67,2021,23.9,1464.0,88.0,6.01,298.0,14.0,160.0,68.0,2670.177460244296
2021-22,Kendujhar,Kendujhar,361.0,Autumn,20792.0,55220.3,2.66,2021,27.6,1703.0,86.7,5.51,290.0,24.0,142.0,78.0,2655.843593689881
2021-22,Mayurbhanj,Mayurbhanj,365.0,Winter,298545.0,792091.2,2.65,2021,28.0,1476.0,84.9,6.45,234.0,30.0,170.0,61.0,2653.1718836356326
2021-22,Puri,Puri,369.0,Autumn,22.0,58.0,2.64,2021,26.0,1183.0,77.1,6.25,334.0,19.0,169.0,64.0,2636.3636363636365
2021-22,Cuttack,Cuttack,350.0,Winter,107942.0,281458.3,2.61,2021,26.4,1221.0,82.6,5.64,326.0,30.0,152.0,55.0,2607.495692130959
2021-22,Kandhamal,Kandhamal,359.0,Summer,436.0,1135.2,2.6,2021,26.8,1723.0,79.0,6.67,245.0,27.0,164.0,69.0,2603.669724770642
2021-22,Malkangiri,Malkangiri,364.0,Winter,103200.0,267308.1,2.59,2021,26.6,1239.0,81.4,6.53,303.0,24.0,149.0,22.0,2590.19476744186
2021-22,Jagatsinghapur,Jagatsinghapur,355.0,Summer,813.0,2058.5,2.53,2021,26.5,1588.0,83.0,6.26,262.0,19.0,177.0,69.0,2531.980319803198
2021-22,Bhadrak,Bhadrak,348.0,Winter,158691.0,394939.1,2.49,2021,24.5,1402.0,82.4,5.69,259.0,22.0,168.0,70.0,2488.730299764952
2021-22,Sambalpur,Sambalpur,371.0,Winter,84294.0,209213.6,2.48,2021,28.7,1419.0,80.1,5.64,285.0,35.0,169.0,85.0,2481.951265807768
2021-22,Anugul,Anugul,344.0,Summer,116.0,286.6,2.47,2021,28.6,1426.0,87.1,6.08,346.0,22.0,179.0,37.0,2470.689655172414
2021-22,Balasore,Baleshwar,346.0,Winter,186599.0,452185.4,2.42,2021,25.8,1670.0,75.2,5.51,322.0,27.0,209.0,61.0,2423.3002320484034
2021-22,Kendrapara,Kendrapara,360.0,Summer,1304.0,3143.5,2.41,2021,24.8,1415.0,84.9,6.36,306.0,23.0,166.0,55.0,2410.659509202454
2021-22,Rayagada,Rayagada,370.0,Summer,1435.0,3396.1,2.37,2021,27.8,1444.0,74.6,5.64,245.0,19.0,177.0,35.0,2366.6202090592333
2021-22,Ganjam,Ganjam,354.0,Summer,276.0,652.7,2.36,2021,26.1,1174.0,83.5,6.27,374.0,27.0,187.0,77.0,2364.855072463768
2021-22,Kalahandi,Kalahandi,358.0,Winter,170479.0,395914.5,2.32,2021,26.5,1546.0,85.5,6.48,203.0,29.0,183.0,69.0,2322.3652180033905
2021-22,Anugul,Anugul,344.0,Winter,65340.0,149772.3,2.29,2021,28.0,1493.0,82.3,5.82,299.0,32.0,190.0,30.0,2292.1992653810835
2021-22,Malkangiri,Malkangiri,364.0,Summer,812.0,1862.0,2.29,2021,28.0,1702.0,83.0,6.31,268.0,25.0,165.0,42.0,2293.103448275862
2021-22,Nuapada,Nuapada,368.0,Winter,59127.0,135344.7,2.29,2021,25.9,1460.0,77.9,5.64,299.0,24.0,222.0,50.0,2289.050687503171
2021-22,Boudh,Boudh,349.0,Autumn,2292.0,5170.4,2.26,2021,24.9,1504.0,79.4,6.52,299.0,27.0,130.0,51.0,2255.846422338569
2021-22,Gajapati,Gajapati,353.0,Winter,37550.0,84854.2,2.26,2021,24.6,1747.0,82.8,6.15,253.0,23.0,150.0,26.0,2259.7656458055926
2021-22,Nabarangpur,Nabarangpur,366.0,Autumn,15680.0,35365.3,2.26,2021,27.9,1171.0,84.3,6.4,349.0,22.0,142.0,46.0,2255.440051020408
2021-22,Sundargarh,Sundargarh,373.0,Summer,737.0,1650.9,2.24,2021,25.2,1368.0,93.7,5.67,292.0,16.0,188.0,55.0,2240.0271370420623
2021-22,Khordha,Khordha,362.0,Winter,85714.0,190669.4,2.22,2021,26.2,1707.0,82.9,6.4,318.0,29.0,171.0,52.0,2224.483748279161
2021-22,Bargarh,Bargarh,347.0,Winter,187387.0,397542.1,2.12,2021,26.1,1619.0,85.9,6.32,332.0,24.0,150.0,62.0,2121.503092530432
2021-22,Ganjam,Ganjam,354.0,Winter,256991.0,543394.5,2.11,2021,26.9,1572.0,75.8,6.35,259.0,16.0,181.0,53.0,2114.4495332521374
2021-22,Gajapati,Gajapati,353.0,Summer,357.0,746.1,2.09,2021,24.1,1600.0,76.7,6.33,253.0,15.0,159.0,38.0,2089.915966386555
2021-22,Nayagarh,Nayagarh,367.0,Winter,88430.0,180253.2,2.04,2021,27.3,1509.0,80.6,6.12,324.0,33.0,218.0,57.0,2038.3715933506728
2021-22,Sundargarh,Sundargarh,373.0,Winter,111281.0,227349.3,2.04,2021,27.8,1744.0,77.2,6.7,334.0,29.0,155.0,64.0,2043.0199225384388
2021-22,Rayagada,Rayagada,370.0,Autumn,723.0,1459.5,2.02,2021,27.1,1518.0,87.9,6.14,237.0,26.0,187.0,52.0,2018.6721991701245
2021-22,Deogarh,Deogarh,351.0,Summer,10.0,20.1,2.01,2021,26.5,1493.0,80.4,5.9,355.0,17.0,145.0,60.0,2010.0
2021-22,Koraput,Koraput,363.0,Autumn,16786.0,33591.2,2.0,2021,27.1,1479.0,87.5,6.18,277.0,23.0,176.0,100.0,2001.1438103181222
2021-22,Mayurbhanj,Mayurbhanj,365.0,Autumn,17785.0,35456.0,1.99,2021,27.6,1485.0,87.9,5.82,309.0,19.0,156.0,82.0,1993.5901040202418
2021-22,Deogarh,Deogarh,351.0,Winter,23304.0,46256.6,1.98,2021,22.8,1242.0,82.2,6.01,305.0,22.0,139.0,53.0,1984.9210435976656
2021-22,Khordha,Khordha,362.0,Autumn,11.0,21.3,1.94,2021,29.9,1589.0,84.0,6.13,251.0,23.0,124.0,43.0,1936.3636363636363
2021-22,Kendrapara,Kendrapara,360.0,Autumn,382.0,717.9,1.88,2021,27.6,1427.0,81.8,6.05,255.0,20.0,159.0,60.0,1879.3193717277486
2021-22,Nuapada,Nuapada,368.0,Autumn,32241.0,59434.1,1.84,2021,26.0,1778.0,84.2,6.28,212.0,17.0,185.0,56.0,1843.4322756738316
2021-22,Cuttack,Cuttack,350.0,Autumn,1307.0,2337.3,1.79,2021,26.4,1436.0,83.9,6.98,245.0,28.0,166.0,54.0,1788.2938026013771
2021-22,Kandhamal,Kandhamal,359.0,Winter,32714.0,58451.5,1.79,2021,27.7,1526.0,81.5,6.43,233.0,25.0,137.0,70.0,1786.7426789753622
2021-22,Jajapur,Jajapur,356.0,Winter,84706.0,147811.4,1.74,2021,26.8,1494.0,84.0,6.63,286.0,27.0,193.0,59.0,1744.9932708426793
2021-22,Sundargarh,Sundargarh,373.0,Autumn,80448.0,139518.6,1.73,2021,24.0,1337.0,88.9,6.0,333.0,30.0,173.0,67.0,1734.270584725537
2021-22,Deogarh,Deogarh,351.0,Autumn,20125.0,34321.1,1.71,2021,30.1,1629.0,84.9,5.97,284.0,30.0,181.0,60.0,1705.3962732919254
2021-22,Anugul,Anugul,344.0,Autumn,2792.0,4734.4,1.7,2021,26.8,1793.0,83.3,6.05,297.0,32.0,174.0,99.0,1695.702005730659
2021-22,Jagatsinghapur,Jagatsinghapur,355.0,Winter,87373.0,147789.1,1.69,2021,28.5,1447.0,82.5,6.54,312.0,29.0,216.0,34.0,1691.4733384455153
2021-22,Jagatsinghapur,Jagatsinghapur,355.0,Autumn,602.0,1012.1,1.68,2021,26.0,1396.0,77.9,5.34,309.0,26.0,169.0,81.0,1681.2292358803986
2021-22,Balangir,Balangir,345.0,Winter,114325.0,184667.5,1.62,2021,29.3,1386.0,77.9,5.79,271.0,22.0,149.0,22.0,1615.2853706538378
2021-22,Kendrapara,Kendrapara,360.0,Winter,121313.0,193758.8,1.6,2021,27.4,1109.0,83.3,6.24,234.0,18.0,187.0,72.0,1597.1808462407162
2021-22,Sambalpur,Sambalpur,371.0,Autumn,42194.0,66375.3,1.57,2021,27.9,1418.0,76.5,6.11,270.0,27.0,121.0,42.0,1573.0980708157558
2021-22,Nayagarh,Nayagarh,367.0,Summer,28.0,42.2,1.51,2021,25.4,1495.0,78.9,6.99,287.0,23.0,171.0,61.0,1507.142857142857
2021-22,Sonepur,Sonepur,372.0,Autumn,10358.0,15511.7,1.5,2021,28.8,1640.0,87.1,6.38,254.0,34.0,157.0,86.0,1497.5574435219155
2021-22,Nayagarh,Nayagarh,367.0,Autumn,15.0,22.4,1.49,2021,28.0,1623.0,89.7,5.94,298.0,21.0,191.0,64.0,1493.3333333333333
2021-22,Malkangiri,Malkangiri,364.0,Autumn,11885.0,16626.1,1.4,2021,26.1,1400.0,88.5,6.06,307.0,25.0,150.0,76.0,1398.9145982330667
2021-22,Kalahandi,Kalahandi,358.0,Autumn,26964.0,35476.8,1.32,2021,26.3,1652.0,81.2,5.68,257.0,17.0,168.0,58.0,1315.7098353360036
2021-22,Dhenkanal,Dhenkanal,352.0,Autumn,481.0,607.4,1.26,2021,30.5,1419.0,81.9,6.39,253.0,20.0,139.0,47.0,1262.7858627858627
2021-22,Puri,Puri,369.0,Winter,101514.0,126150.9,1.24,2021,25.4,1358.0,81.5,6.26,347.0,14.0,202.0,60.0,1242.6946036999823
2021-22,Kandhamal,Kandhamal,359.0,Autumn,1429.0,1605.2,1.12,2021,26.8,1701.0,86.3,6.33,286.0,25.0,160.0,65.0,1123.303009097271
2021-22,Balangir,Balangir,345.0,Autumn,64333.0,58541.2,0.91,2021,28.7,1637.0,75.6,7.03,304.0,25.0,179.0,64.0,909.9715542567578
2021-22,Jajapur,Jajapur,356.0,Autumn,12539.0,11246.5,0.9,2021,27.1,1453.0,83.8,5.84,247.0,28.0,152.0,81.0,896.9216045936678
2021-22,Jharsuguda,Jharsuguda,357.0,Winter,22316.0,17128.4,0.77,2021,27.9,1343.0,78.2,6.12,272.0,20.0,174.0,47.0,767.538985481269
2021-22,Bargarh,Bargarh,347.0,Autumn,37163.0,13366.4,0.36,2021,26.4,1088.0,84.3,5.71,309.0,19.0,163.0,73.0,359.6695638134704
2021-22,Jharsuguda,Jharsuguda,357.0,Autumn,23708.0,8433.2,0.36,2021,27.6,1556.0,88.2,6.17,340.0,22.0,204.0,39.0,355.7111523536359
2020-21,Jharsuguda,Jharsuguda,357.0,Summer,1520.0,7160.0,4.71,2020,25.0,1289.0,82.0,6.84,260.0,26.0,136.0,90.0,4710.526315789473
2020-21,Sambalpur,Sambalpur,371.0,Summer,16950.0,77440.0,4.57,2020,29.5,1097.0,83.5,6.43,257.0,19.0,157.0,61.0,4568.7315634218285
2020-21,Bargarh,Bargarh,347.0,Summer,90100.0,410330.0,4.55,2020,26.8,1735.0,83.6,6.15,284.0,26.0,155.0,41.0,4554.1620421753605
2020-21,Sonepur,Sonepur,372.0,Summer,36150.0,154970.0,4.29,2020,26.0,1567.0,78.8,6.3,232.0,26.0,140.0,54.0,4286.86030428769
2020-21,Khordha,Khordha,362.0,Summer,1500.0,5850.0,3.9,2020,28.0,1245.0,88.0,5.72,284.0,28.0,162.0,47.0,3900.0
2020-21,Cuttack,Cuttack,350.0,Summer,3200.0,12110.0,3.78,2020,25.0,1607.0,84.8,6.23,310.0,24.0,150.0,40.0,3784.375
2020-21,Kalahandi,Kalahandi,358.0,Summer,54840.0,197250.0,3.6,2020,25.0,1292.0,82.3,6.24,335.0,30.0,165.0,73.0,3596.827133479212
2020-21,Boudh,Boudh,349.0,Winter,63290.0,225840.0,3.57,2020,28.0,1683.0,80.2,5.59,305.0,21.0,174.0,39.0,3568.3362300521408
2020-21,Sonepur,Sonepur,372.0,Winter,96160.0,338290.0,3.52,2020,26.8,1561.0,79.5,6.33,311.0,24.0,176.0,68.0,3517.9908485856904
2020-21,Balasore,Baleshwar,346.0,Summer,39180.0,135640.0,3.46,2020,26.8,1547.0,88.8,6.31,287.0,34.0,155.0,70.0,3461.9703930576825
2020-21,Balangir,Balangir,345.0,Summer,4560.0,15290.0,3.35,2020,28.6,1523.0,87.7,6.05,272.0,26.0,117.0,72.0,3353.0701754385964
2020-21,Jagatsinghapur,Jagatsinghapur,355.0,Summer,1130.0,3790.0,3.35,2020,25.3,1484.0,81.7,6.2,215.0,29.0,156.0,61.0,3353.9823008849557
2020-21,Kendujhar,Kendujhar,361.0,Summer,1740.0,5830.0,3.35,2020,25.9,1608.0,75.7,5.61,254.0,26.0,206.0,44.0,3350.574712643678
2020-21,Puri,Puri,369.0,Summer,39040.0,130280.0,3.34,2020,26.4,1368.0,70.7,5.61,293.0,29.0,146.0,42.0,3337.090163934426
2020-21,Dhenkanal,Dhenkanal,352.0,Summer,100.0,330.0,3.3,2020,27.1,1465.0,77.7,6.25,227.0,26.0,144.0,58.0,3300.0
2020-21,Kendrapara,Kendrapara,360.0,Summer,910.0,2900.0,3.19,2020,26.9,1585.0,81.5,5.93,294.0,23.0,169.0,77.0,3186.813186813187
2020-21,Anugul,Anugul,344.0,Winter,60580.0,192000.0,3.17,2020,26.6,1551.0,87.6,6.2,271.0,23.0,165.0,71.0,3169.3628260151863
2020-21,Boudh,Boudh,349.0,Summer,1690.0,5360.0,3.17,2020,26.9,1235.0,79.4,6.54,249.0,23.0,151.0,43.0,3171.597633136095
2020-21,Nuapada,Nuapada,368.0,Summer,6470.0,20190.0,3.12,2020,26.8,1360.0,84.0,6.13,269.0,27.0,165.0,37.0,3120.5564142194744
2020-21,Anugul,Anugul,344.0,Summer,480.0,1470.0,3.06,2020,25.9,1496.0,87.2,5.08,311.0,24.0,162.0,57.0,3062.5
2020-21,Balasore,Baleshwar,346.0,Winter,183520.0,559540.0,3.05,2020,25.8,1377.0,82.5,6.14,316.0,24.0,172.0,64.0,3048.9319965126415
2020-21,Kendujhar,Kendujhar,361.0,Winter,139110.0,424620.0,3.05,2020,27.4,1769.0,81.4,6.01,217.0,24.0,174.0,69.0,3052.404571921501
2020-21,Bargarh,Bargarh,347.0,Winter,185160.0,555800.0,3.0,2020,25.7,1379.0,76.8,6.11,280.0,25.0,143.0,56.0,3001.7282350399655
2020-21,Dhenkanal,Dhenkanal,352.0,Winter,83950.0,251960.0,3.0,2020,25.3,1421.0,77.2,6.56,317.0,32.0,179.0,56.0,3001.3103037522333
2020-21,Jharsuguda,Jharsuguda,357.0,Winter,24250.0,72760.0,3.0,2020,26.5,1588.0,83.7,5.57,276.0,19.0,161.0,38.0,3000.4123711340208
2020-21,Sambalpur,Sambalpur,371.0,Winter,80300.0,241030.0,3.0,2020,26.8,1509.0,81.2,6.3,289.0,29.0,152.0,83.0,3001.618929016189
2020-21,Koraput,Koraput,363.0,Winter,93840.0,280930.0,2.99,2020,30.4,1424.0,82.5,6.83,233.0,22.0,186.0,56.0,2993.712702472293
2020-21,Nabarangpur,Nabarangpur,366.0,Winter,116810.0,349000.0,2.99,2020,25.9,1314.0,81.8,5.95,268.0,22.0,164.0,74.0,2987.7578974402877
2020-21,Rayagada,Rayagada,370.0,Summer,2470.0,7280.0,2.95,2020,28.4,1504.0,84.7,6.39,349.0,23.0,158.0,55.0,2947.3684210526317
2020-21,Deogarh,Deogarh,351.0,Summer,330.0,960.0,2.91,2020,28.1,1637.0,78.9,6.59,257.0,17.0,160.0,66.0,2909.090909090909
2020-21,Cuttack,Cuttack,350.0,Winter,100540.0,290430.0,2.89,2020,25.2,1536.0,80.7,6.28,235.0,21.0,176.0,61.0,2888.7010145215836
2020-21,Rayagada,Rayagada,370.0,Winter,48440.0,139930.0,2.89,2020,28.2,1310.0,89.6,5.93,290.0,23.0,169.0,70.0,2888.728323699422
2020-21,Ganjam,Ganjam,354.0,Winter,274790.0,785980.0,2.86,2020,25.2,1763.0,78.8,5.92,313.0,21.0,179.0,49.0,2860.2933148950106
2020-21,Jajapur,Jajapur,356.0,Summer,1680.0,4810.0,2.86,2020,23.0,1190.0,80.9,6.5,327.0,30.0,128.0,61.0,2863.095238095238
2020-21,Bhadrak,Bhadrak,348.0,Summer,3700.0,10540.0,2.85,2020,27.9,1165.0,79.6,6.44,267.0,20.0,188.0,54.0,2848.6486486486488
2020-21,Nuapada,Nuapada,368.0,Winter,54170.0,151130.0,2.79,2020,24.4,1623.0,83.8,5.89,293.0,23.0,163.0,54.0,2789.920620269522
2020-21,Boudh,Boudh,349.0,Autumn,2960.0,8200.0,2.77,2020,27.7,1491.0,86.1,5.73,304.0,21.0,176.0,75.0,2770.2702702702704
2020-21,Mayurbhanj,Mayurbhanj,365.0,Winter,311690.0,861310.0,2.76,2020,26.0,1351.0,80.0,5.69,308.0,30.0,193.0,65.0,2763.354615162501
2020-21,Koraput,Koraput,363.0,Summer,23990.0,65870.0,2.75,2020,29.5,1252.0,80.3,6.86,266.0,17.0,192.0,40.0,2745.7273864110048
2020-21,Kalahandi,Kalahandi,358.0,Winter,168290.0,457030.0,2.72,2020,28.6,1868.0,80.9,6.17,345.0,26.0,138.0,56.0,2715.728801473647
2020-21,Mayurbhanj,Mayurbhanj,365.0,Summer,4990.0,13590.0,2.72,2020,26.3,1471.0,84.1,7.14,261.0,30.0,185.0,52.0,2723.446893787575
2020-21,Kendujhar,Kendujhar,361.0,Autumn,29920.0,79410.0,2.65,2020,25.2,1507.0,80.5,6.38,284.0,25.0,186.0,41.0,2654.077540106952
2020-21,Malkangiri,Malkangiri,364.0,Winter,78140.0,205420.0,2.63,2020,26.3,1528.0,72.5,6.32,264.0,33.0,133.0,73.0,2628.87125671871
2020-21,Kandhamal,Kandhamal,359.0,Summer,350.0,910.0,2.6,2020,26.6,1547.0,76.5,6.6,263.0,19.0,145.0,61.0,2600.0
2020-21,Nabarangpur,Nabarangpur,366.0,Autumn,18390.0,47490.0,2.58,2020,26.5,1582.0,81.6,5.81,264.0,21.0,170.0,41.0,2582.3817292006524
2020-21,Sonepur,Sonepur,372.0,Autumn,20210.0,51610.0,2.55,2020,27.2,1382.0,85.6,7.06,269.0,21.0,147.0,50.0,2553.686293913904
2020-21,Balangir,Balangir,345.0,Winter,109380.0,274710.0,2.51,2020,27.9,1398.0,83.2,6.16,249.0,25.0,157.0,94.0,2511.519473395502
2020-21,Gajapati,Gajapati,353.0,Winter,33050.0,82160.0,2.49,2020,27.5,1137.0,77.6,5.92,309.0,13.0,193.0,88.0,2485.930408472012
2020-21,Khordha,Khordha,362.0,Winter,86770.0,213030.0,2.46,2020,25.9,1310.0,76.4,6.32,260.0,29.0,210.0,63.0,2455.111213553071
2020-21,Deogarh,Deogarh,351.0,Winter,35710.0,87120.0,2.44,2020,24.8,1499.0,82.7,6.64,263.0,30.0,161.0,74.0,2439.652758331
2020-21,Koraput,Koraput,363.0,Autumn,13090.0,31980.0,2.44,2020,29.0,1638.0,75.4,5.8,302.0,23.0,184.0,79.0,2443.0863254392666
2020-21,Sambalpur,Sambalpur,371.0,Autumn,39420.0,96120.0,2.44,2020,26.0,1558.0,86.3,6.43,281.0,30.0,168.0,37.0,2438.3561643835615
2020-21,Sundargarh,Sundargarh,373.0,Winter,125490.0,306590.0,2.44,2020,26.0,1389.0,82.3,5.91,235.0,27.0,184.0,68.0,2443.14287991075
2020-21,Jagatsinghapur,Jagatsinghapur,355.0,Winter,82010.0,199480.0,2.43,2020,26.2,1223.0,75.6,6.0,252.0,19.0,176.0,55.0,2432.3862943543472
2020-21,Sundargarh,Sundargarh,373.0,Summer,480.0,1140.0,2.38,2020,24.2,950.0,78.1,6.0,278.0,21.0,140.0,59.0,2375.0
2020-21,Nayagarh,Nayagarh,367.0,Winter,90620.0,213910.0,2.36,2020,26.3,1657.0,79.1,6.51,265.0,21.0,191.0,53.0,2360.516442286471
2020-21,Malkangiri,Malkangiri,364.0,Summer,940.0,2140.0,2.28,2020,26.3,1344.0,78.9,5.76,311.0,26.0,148.0,37.0,2276.595744680851
2020-21,Nabarangpur,Nabarangpur,366.0,Summer,520.0,1180.0,2.27,2020,27.9,1369.0,76.0,6.28,258.0,29.0,139.0,58.0,2269.230769230769
2020-21,Jharsuguda,Jharsuguda,357.0,Autumn,21440.0,47080.0,2.2,2020,28.0,1474.0,78.5,6.06,251.0,27.0,189.0,32.0,2195.89552238806
2020-21,Bhadrak,Bhadrak,348.0,Winter,148000.0,323480.0,2.19,2020,27.0,1197.0,79.3,5.86,250.0,21.0,158.0,49.0,2185.675675675676
2020-21,Ganjam,Ganjam,354.0,Summer,120.0,260.0,2.17,2020,28.4,1387.0,79.2,5.71,299.0,25.0,182.0,75.0,2166.6666666666665
2020-21,Anugul,Anugul,344.0,Autumn,400.0,860.0,2.15,2020,27.5,1814.0,86.5,5.72,302.0,21.0,176.0,70.0,2150.0
2020-21,Bhadrak,Bhadrak,348.0,Autumn,2.0,4.3,2.15,2020,27.0,1541.0,82.4,5.55,226.0,32.0,146.0,50.0,2150.0
2020-21,Kandhamal,Kandhamal,359.0,Winter,41390.0,88840.0,2.15,2020,27.2,1515.0,78.0,6.56,307.0,22.0,133.0,79.0,2146.4121768543127
2020-21,Deogarh,Deogarh,351.0,Autumn,11160.0,23860.0,2.14,2020,26.7,1165.0,80.7,6.1,315.0,24.0,200.0,49.0,2137.9928315412185
